func_name,sample_id,Deepseek-V3.2_ires,Deepseek-V4-Flash_ires,GPT-5.4-mini_ires,Gemini-3.1-Flash-Lite-Preview_ires,Qwen3-32B_ires,Qwen3-Coder-30B-A3B-Instruct_ires
TimeBoundedStreamJoin.removeExpiredRows,4,0.929015406504721,0.9169651204910264,0.9148653441939951,0.9226810145573346,0.9189137330727337,0.9251740846399958
InvCatalogFactory.readXMLasynch,16,0.7970406401840237,0.7853153344941458,0.9903398155860151,0.7853964359369636,0.8723903728992243,0.78515782911005
MessageInfo.parseType,5,0.9229216501725609,0.9140731326757505,0.9517428991952672,0.8320777938354846,0.9228994757312989,0.8995063907933016
StereoElementFactory.interpretProjections,13,0.8161805343200995,0.9287966033673658,0.9125333392005235,0.9410066253529173,0.9122935035083436,0.8969103531612348
GridVariable.showMissingSummary,67,0.957407323104239,0.9654336507388117,0.8356600115234135,0.9513320478930579,0.9016845375079083,0.8976026589881093
RangeDateSelector.synchUI,1,0.9099443428176772,0.8897403203535668,0.8920801216323245,0.9104211742611648,0.8698416350000633,0.9235352387587678
MetaClassImpl.getMethods,33,0.9450204028571111,0.9666682235011845,0.9705723654746342,0.9675265725745261,0.9564439329883987,0.9573081793580965
TextWriter.output,32,0.9194979716516318,0.8459026523429642,0.8519868470896453,0.8230041748717478,0.8615159676244767,0.8611740928645655
CmsSearchTab.removeParameter,28,0.9476490936414292,0.964863494621302,0.9852284654152196,0.9429284939189855,0.8636208395189385,0.9773599235647316
EigenvalueDecomposition.getD,52,0.9109897312873062,0.9162754505464163,0.914632408328392,0.9474882267983866,0.9127907099956974,0.9474104706751855
Calendar.getPatternData,6,0.970566507575622,0.9672002212104188,0.9557756277178093,0.9684999520630856,0.9610314854510663,0.9631535801397632
Types.TUPLE,43,0.9998846020494827,0.9482453413364808,0.9998599062421845,0.9567164001550912,0.9999278231490145,0.9453742858399539
GammaDistribution.chisquaredProbitApproximation,57,0.9188839529988506,0.9587789392852625,0.9215124768184312,0.9373729404056548,0.9235367972703858,0.9079941777888043
HBondAcceptorCountDescriptor.calculate,39,0.9568803979696608,0.958734907409277,0.92098686746691,0.958460552553649,0.9593427096839423,0.9620817809624209
SubWriterHolderWriter.addMemberTree,80,0.9804357920687033,0.9843539790428344,0.9820804205104572,0.9282145483480997,0.9852194573579826,0.9786971986046774
Main.error,77,0.9438547764341155,0.939309037429089,0.9558783237336368,0.9441925340078577,0.8019019311850243,0.8454954274447363
RemoteEnvironment.execute,59,0.9901990834464036,0.9070400073521347,0.9617963458717524,0.9745004208085276,0.912009510630143,0.9710063412114533
Broker.getAndRemove,92,0.9608030908129547,0.8848871197848752,0.9834046450753555,0.9338032760478588,0.8752441932972184,0.952502000518522
AtomicAllocator.getConfiguration,79,0.9832804192479774,1.0,0.9237762316248945,0.9831248271949576,0.9244871999814532,0.9998533419515151
HashUtil.bernstein,3,0.9940587006445751,0.954417300405021,0.9942096839637742,0.9966489949422533,0.9942495888915175,0.9965797792967753
NFAStateSerializer.serializeComputationStates,78,0.9933159519450869,0.9954184137398628,0.9845764798554625,0.9953739860516206,0.9930372456156384,0.9952160296041186
ClassWriter.writeInnerClasses,70,0.9309851115557183,0.9390601255333537,0.9512298439961122,0.9250576587944747,0.9361574102810363,0.9490867693130591
StructureDiagramGenerator.placeSgroupBrackets,61,0.8870185794539474,0.8617417628977647,0.9251754531596159,0.9394757161988644,0.8848154728785448,0.9510495140798118
ExampleLineDetection.detectLineSegments,72,0.965315533009303,0.9728893027241811,0.9750522579289627,0.9749224585553032,0.9660368576308822,0.9775123555615244
FileAppender.append,90,0.9041180888172928,0.9651310181103342,0.964965556372697,0.9645255882324708,0.9656109446810708,0.9024602765991648
AbstractMTreeNode.integrityCheck,65,0.8888123061886932,0.885553546851267,0.8646797484632769,0.883347772196862,0.8858381747302781,0.8996759996693948
GIntegralImageOps.convolve,88,0.9968742888549582,0.9969770223436013,0.9987118906264847,0.9968435102888556,0.9973934692981185,0.9945268996007531
RestApiConfig.disableGroups,94,0.99989281106921,0.9643199856710517,0.9999131738136592,0.9998976996301615,0.9998817625878209,1.0
StaticTypeCheckingVisitor.checkOrMarkPrivateAccess,10,0.9293518480208549,0.9363044121650443,0.8821717408622998,0.9306263349887578,0.9076435827918868,0.844833824766013
UrlResource.readStr,11,0.9818465959340219,0.9817479766974098,0.9813955138363137,0.9115479820379996,0.999906574545946,0.8441403405382111
CacheSimpleConfig.setCacheWriterFactory,64,0.9998728410572953,1.0,0.9999059279617796,0.999924519009128,0.9999045441111252,0.9952278948592391
VariableScopeVisitor.pushState,89,0.9036633441966421,0.8702325303036014,0.864781631417309,0.9178913403222417,0.8883050576484102,0.9304354863855078
GeneralizedLogisticAlternateDistribution.pdf,58,0.8984593100098633,0.9780979916427669,0.9028507506038083,0.9151882135349152,0.9138530430951488,0.8956258564937013
Security.getProviderProperty,107,0.8822591560751225,0.8791931180462141,0.8886344950094168,0.8619014172729575,0.8815052631571209,0.8327330192094345
QueueContainer.txnCommitPollBackup,20,0.9506454241122375,0.9026018371929835,0.9511060122657705,0.929880825423431,0.8808809444033999,0.8877949074483475
Selector.getSelector,51,0.9740058730878648,0.9513916201402989,0.9459140505669215,0.9462295414022912,0.928697813503025,0.9418419673065177
MarkedElement.markupMol,82,0.9999200454651505,0.9999036246882685,0.9700964727618868,0.9999159400159419,0.9707332861285293,0.9999011506941561
SMARTSAtomInvariants.configureDaylightWithRingInfo,71,0.9999287165273946,0.9999394804067999,0.9920762287404671,0.9999129392389976,0.999904506934179,0.9998897180587303
SparkEMRClient.createCluster,37,0.9082722084749955,0.9033543589899666,0.9294391885317626,0.9018936608950314,0.8923069672079235,0.8009956558224479
FactoryMultiView.bundleSparseMetric,115,0.9424374206066382,0.9447050372498651,0.9318942360630763,0.9522817051220344,0.947625223440656,0.9436607765690791
MatchOps.makeRef,104,0.9247725921898685,0.920239060144255,0.9844128985216214,0.8749734138221299,0.9887956576081124,0.998102452874542
MutableProgress.setTotal,102,0.9656781887003404,0.9522783660451897,0.9693760421079087,0.9653247262494841,0.9568689549549176,0.9524972736181402
HttpSessionsPanel.setSessionsTableColumnSizes,87,0.9361453291068892,0.967365922765858,0.9625597732516307,0.9423011365786323,0.9608914707654747,0.9595036999151375
XLogPDescriptor.getDoubleBondedNitrogenCount,103,0.9879266028570772,0.9883717703343601,0.9888988649073982,0.9885121943957894,0.9891252850679101,0.9875209957695602
ClientConfig.addNearCacheConfig,76,0.9999218085181341,0.9998374809378415,0.9998613732014126,0.927519275703732,0.9450163185182734,0.9270580143540091
NioGroovyMethods.write,74,0.9354943155245182,0.8672578181785046,0.9272839805080907,0.9322833808006404,0.8999357606767026,0.9005351244795605
HadoopBlockLocation.stripHostname,97,0.919608466417339,0.9322051262304576,0.8904063389209702,0.9125961762659571,0.917221817672091,0.8835918856143423
CmsContentService.getChangeHandlerScopes,81,0.9224482595597411,0.9285522595577069,0.9351361622380772,0.92875073409667,0.9451277112914419,0.9050507529966156
FactoryThresholdBinary.localGaussian,86,0.960854600359415,0.9653273303568329,0.9919275473999356,0.947211466110451,0.9578730003526114,0.9605817187879846
CmsDialogElements.computeElements,55,0.9542730711508471,0.9507491335049311,0.930552965899957,0.9423689105968414,0.8963860407929753,0.9212523234485257
CoordSysBuilder.findCoordinateTransforms,91,0.9888616162885342,0.977219507560809,0.992201473397991,0.9771240534254203,0.9874167453225684,0.9774350089197145
ParallelStreamReader.performReads,109,0.7599789368775614,0.701774598308649,0.7004926319116063,0.7810579330462989,0.8428393242503164,0.7663458423900187
FileReader.checkFile,113,0.8393012359885023,0.963225565315285,0.7937124119356366,0.8389189284330119,0.7931481932796266,0.8547482786421249
SourceStreamTask.triggerCheckpoint,127,0.8365721934357946,0.8629872143455641,0.9144798619113474,0.9393129536759648,0.9445717747147454,0.9178094174146514
VariableIndex.getRecordAt,117,0.6915017974351318,0.7635996903290059,0.7298348276204524,0.7154329960119005,0.7382393026823937,0.693698218242369
AsyncLoggerSet.waitForWriteQuorum,129,0.9138747070437037,0.8905152239905174,0.9072347277245916,0.9425770055561914,0.880764812198846,0.8968820339899022
Resolve.notOverriddenIn,130,0.8596032594592596,0.8703262649811867,0.9548545807127677,0.8248566694229801,0.7684454845324968,0.8492918060502604
LazyValueMap.chopMap,128,0.7922631898462047,0.8819659501112594,0.8965756716299879,0.7940386009428176,0.9050030717371209,0.8864090271550024
QrCodeUtil.encode,46,0.8857681170800827,0.9358026708642532,0.9207172062087502,0.9264669072324317,0.8696223845533751,0.8376974977874146
ExampleTemplateMatching.showMatchIntensity,93,0.9389829618195721,0.9702873778108125,0.9660184699682121,0.95200556314483,0.9518905439694875,0.9570389215369933
KinesisDataFetcher.registerShardMetrics,121,0.941239789843185,0.9333365342197198,0.9100673798670398,0.9328500296486323,0.9087423193077852,0.8712529232125503
Formatter.formatMessage,132,0.9164713099952924,0.9242282042358031,0.9172353473124237,0.9277497453475547,0.9203237258298516,0.909527230651127
MDLV3000Reader.readBondBlock,9,0.9436728140567143,0.915366706151509,0.9355831167522413,0.9100298725273257,0.9513414048310943,0.9165805308587522
Period.moreThan,146,0.9999430478492013,0.9634929732371712,0.9998777879283381,0.9998939424234032,1.0000000000000002,0.9643731668698986
SaturationChecker.couldMatchAtomType,105,0.9076047775395315,0.8703638542807504,0.898716937102584,0.9019260751394291,0.8734669406684421,0.873650347813215
SquareGridTools.findIntersection,106,0.9361018110795751,0.9184860937271866,0.9453602879066668,0.9370528151696669,0.9315954435946971,0.8886625806437766
Config.setCacheEventJournalConfigs,114,0.9999148321733093,0.9999089131423644,1.0,0.9999085142844663,0.9999270638200514,0.9999237624547238
MathUtil.binomialCoefficient,95,0.8909240616231887,0.888370319918541,0.9102491827503497,0.9134614587731278,0.8917322219585856,0.8913364251531456
CmsEmbeddedDialogHandler.onSiteOrProjectChange,99,0.9999005216268819,0.9998916406346642,0.9998933040888438,0.9831409356965682,0.9999059847737715,0.9917348646007765
RingbufferService.getOrCreateContainer,83,0.8873502494583178,0.8797308721564554,0.8916492271853734,0.9033448139264406,0.8891933139992264,0.8823212814532755
MetadataType.getType,120,0.9756497053172619,0.9761699117867317,0.9761421854947105,0.9761303387642231,0.9763805488341598,0.9760852659162506
SubWriterHolderWriter.addInheritedSummaryHeader,140,0.9918597388049646,0.999912680401395,0.977651326950921,0.9999058197271161,0.977269983956148,0.9915232436492458
RawLocalFileSystem.getFileCrc,124,0.9279439839994504,0.9173060024524894,0.9317620830679458,0.9260539968764009,0.8940801737874485,0.921232764397165
RythmEngine.createEngine,119,0.9260582037590561,0.972413017589389,0.9563224085139411,0.9171116610401979,0.9436852922876781,0.9532070628754343
XMLTokener.nextMeta,101,0.9211619562286557,0.917381082737581,0.9615558388068685,0.8788493387619128,0.9045894589779978,0.8279341292392497
DefaultGroovyMethods.collect,143,0.9998622014432481,1.0000000000000002,1.0,1.0000000000000002,0.9999248763439317,0.9998625604459207
StatementUtil.prepareCall,118,0.9861845087851007,0.9412709272671089,0.9861967899871755,0.9864725941106661,0.9949958984217924,0.9861588713230383
ErddapString2.toRational,62,0.8695196681906785,0.834807745781496,0.8277483619240589,0.8390239585298832,0.8219387593155387,0.8454809393154267
CrossOperatorBase.executeOnCollections,137,0.9643792243226372,0.9570651146524563,0.9814804606677753,0.9696052367458482,0.9929581363061887,0.9641325286637017
DancingLinks.split,147,0.965194389627616,0.9804831454654982,0.9769890385883455,0.9666429243933001,0.8481590293307454,0.9634268844772863
TableFactoryService.discoverFactories,110,0.9028092076877154,0.8892604670519264,0.9394161051106897,0.9245096796691272,0.9280989365107961,0.9313166774306647
Storage.writeAll,151,0.955254696405257,0.9551953116366556,0.9554258031463903,0.9555637598564002,0.9389621597464969,0.7647425118494632
CmsObject.loginUser,134,0.9242392997185528,0.8842730455909878,0.9228321812750504,0.8547519711846147,0.8593033304243123,0.8336573698826573
UploadFileHeader.getContentType,142,0.9154508788562328,0.9198576925840486,0.929934515811378,0.9182555747045666,0.9076512451000464,0.9185309034558542
GasteigerPEPEPartialCharges.assignGasteigerPiPartialCharges,100,0.8358777470229478,0.8372756893196331,0.8456452604340666,0.8821966731231938,0.7509481907797794,0.8356345331504785
TypeExtractor.createHadoopWritableTypeInfo,135,0.9222365818592368,0.9568949777721084,0.9327142384804833,0.9062534819216932,0.9221363697135764,0.8659926147090368
URI.indexFirstOf,156,0.9852792916511669,0.9854134837984061,0.9889451583764821,0.9850947020809895,0.9296818091572673,0.9853717711620954
ExampleLineDetection.detectLines,141,0.9451147458263146,0.946598934457321,0.9499456439402375,0.956036857704898,0.9493806850831953,0.9466326799571183
UserCodeDeploymentService.handleClassNotFoundException,154,0.7729197678889335,0.9526196359136219,0.8312734284703608,0.8758867725346404,0.8159690623012301,0.8007052080843055
CanonicalLabeler.breakTies,157,0.808475129846847,0.8618726148247,0.8926699660454979,0.653566567449533,0.8330270216123752,0.8560881180956708
JsonOutput.getIndent,160,0.9910516613528472,0.9910857792669595,0.9910048194147277,0.9568917330861881,0.9907895833501738,0.9564181472505072
GribResourceReader.getInputStream,152,0.8487920560296843,0.9746084644728992,0.9186096166628098,0.9736746048031237,0.9492008421102938,0.8948716426720025
ConfusionMatrix.rowSum,177,0.9786519554989914,0.978595937712387,0.9974228721390016,0.978453774570978,0.9973789449924998,0.9927096241332497
SecureASTCustomizer.setReceiversClassesWhiteList,150,0.9998940222654517,0.9998926631095184,0.9998638959774592,0.9998768542781058,0.9999292983019933,0.9998898768050521
Partition.inSameCell,165,0.9820174786642706,0.9515033758139553,0.9530540033327572,0.9817807219631226,0.9910101485017762,0.980885440704927
JavacTaskImpl.doCall,164,0.793474137703527,0.8412568142181742,0.8475077598578403,0.7739516018244251,0.8695453450860712,0.770951833987596
DownloadController.setup,73,0.8097812576318574,0.7811939736836048,0.978229483184808,0.8854634207617106,0.9052541586429885,0.8545022778793891
ELKILauncher.main,170,0.725547198895511,0.8436905798564704,0.859829190729709,0.8320868647065922,0.8475993711709936,0.7808891970688429
DefaultJsonGenerator.writeMap,148,0.9587618305778665,0.9592782367428666,0.9612912439728714,0.956271091493431,0.9238807720987694,0.9504304911276095
BaseAsymmetric.initKeys,96,0.9954511615395936,0.9840982589309106,0.8567692064333604,0.9953270682178298,0.872708392648897,0.8788412047600513
ArrayUtils.append,85,0.8730331249787888,0.8925709016096836,0.9697213807945185,0.893736508514434,0.969023227026022,0.8762029209652545
OptionsSpiderPanel.getHandleODataSpecificParameters,149,0.9941948972484994,0.9947061409354925,0.9922258962460506,0.9941707165623134,0.9882467712714462,0.9970042095088794
QrCodeDecoderBits.applyErrorCorrection,111,0.849469904408779,0.8620713614586171,0.8743872756958283,0.9012348623684519,0.8871989240096883,0.8797041238935859
MemoryFileManager.hasLocation,158,0.9840806853596515,0.9836240933773669,0.9911623485189224,0.984006404328652,0.9981380590282587,0.9837452617964826
DefaultGroovyMethods.min,53,0.9510745029136083,0.9516267105013606,0.9392783284671203,0.9515419365850937,0.9514166529279245,0.9514501064932299
JavacMessages.instance,63,0.9692710326832793,0.999936330086414,0.9628731394777534,0.9999144354073355,0.9972092656650688,0.9699701955790222
DataSet.squishToRange,69,0.9290914393536847,0.9264093388914821,0.9704708307332878,0.9147628639848291,0.9714279085021749,0.9291609488624805
StandardGenerator.generateAnnotation,153,0.9134749047618159,0.8414450327887835,0.9313667732755214,0.8584550875801825,0.8757562862371172,0.8700736596792733
TabbedPanel2.setTitleAt,176,0.983209672289049,0.9670802108116259,0.9351767900456471,0.9686910333419303,0.9762595295744283,0.9363518638356759
HttpResponse.writeBody,163,0.8619745061829857,0.940466755148563,0.8418602023985242,0.8348816077361371,0.8097443562302771,0.8599947831500391
NetworkBufferPool.destroyAllBufferPools,159,0.918302341443575,0.9637670366975916,0.9698598606253436,0.9598386000804108,0.9214608431376253,0.9171614606377413
Packet.setPacketType,167,0.8436399824730522,0.8646383432731722,0.8087897933909125,0.8415608386391037,0.8806211965535701,0.7289447181131936
JdiInitiator.listenTarget,139,0.8566941953786076,0.7754786398780698,0.8163030648863531,0.7896917464224541,0.795713400777728,0.8759699009075628
AvatarNode.getProtocolVersion,112,0.9897653590028541,0.9999999999999998,0.8758667393257926,0.9901400807414732,0.9900588527496864,0.9902605038884827
CmsSecurityManager.readOwner,122,0.9947327648461132,0.9947485100067108,0.9834019327264163,0.9947485100067124,0.9878655451580758,0.9949171914519535
File.getAbsolutePath,136,0.799444780052429,0.8660825452521249,0.934519843320251,0.6461156804104585,0.8189283664688037,0.7782565517228492
GHistogramFeatureOps.histogram,138,0.9599389934526383,0.9735906394101029,0.9730115859178666,0.9695503944508908,0.9737245197843308,0.964455736466086
JavacParser.enumeratorDeclaration,25,0.8126519403123699,0.9378746322298422,0.9261429354886406,0.874921565436513,0.8905499466166867,0.9278298168455674
WorkbenchPanel.setPanelsVisible,125,0.9998638656558404,0.9998617664824931,0.9413082267192838,0.9999052918731748,0.9415438619689167,0.999898115202952
RStarTreeKNNQuery.batchNN,155,0.8441494850620547,0.9345997091950434,0.9550418072724816,0.961512479688018,0.9363593536925573,0.9602528760795198
JavacParser.basicType,40,0.8031550367485312,0.8449495683048219,0.8239094906673677,0.8031550367485327,0.8991593281178403,0.8035249385878347
FastCopy.alignDatanodes,18,0.9652873905701592,0.8835739265264294,0.9153691378441424,0.9064993636964813,0.9671442514190532,0.9742067071703917
Invocation.initInvocationTarget,133,0.7793933241103373,0.8379633641032675,0.7768258523274519,0.8218703155198026,0.9277443137555981,0.842794621701781
EnumUtil.getNames,192,0.9998240798919736,0.9999999999999998,0.9998731194282825,0.9997898398563042,0.999858357940836,0.9999047949777982
AtomValenceDescriptor.calculate,199,0.9059053495287049,0.9062602547552041,0.9875138838750793,0.9087492405354934,0.9874994324683818,0.9068646298910465
ClusterManager.checkResourceRequestLimit,84,0.9329138365907206,0.9201704617572243,0.8948530683441094,0.8768462225812218,0.9168854202976284,0.8786029004648751
StaticTypeCheckingSupport.isAssignableTo,162,0.9417124692985569,0.9381749579683062,0.920338109860731,0.9030601014543531,0.9007483988475865,0.9261996398854342
ClosureSignatureHint.pickGenericType,116,0.8832540240973564,0.8526531821713894,0.9500132356664273,0.8904550658914886,0.8416648473116238,0.8922627403669645
ServerView.inputChanged,131,0.9879229567380255,0.9872926762072575,0.9684788323504109,0.958524803696848,0.886037439441715,0.9226776469317224
HttpPrefixFetchFilter.normalisedPort,145,0.9358825871386454,0.937223906127666,0.9039138131589403,0.9060292055463844,0.956229145488078,0.911383146658297
CmsProperty.isIdentical,180,0.942817224444757,0.9245885103685506,0.9423243405444578,0.9136981686662639,0.9429193929756648,0.9239651916407613
ElasticsearchUtils.convertInetSocketAddresses,178,0.9573115315097249,0.9763761878741398,0.9725622903537865,0.9516602555278655,0.912842207789347,0.9596369922708173
CanvasSize.clipToMargin,168,0.9359686106411633,0.9127953626698592,0.8994366037651663,0.9348869762270038,0.9001346431145113,0.9255760784522923
SameSizeKMeansAlgorithm.initializeMeta,181,0.95419667947456,0.9874694925443024,0.9334271484139387,0.9682530534303528,0.9649640521761821,0.9678062817280565
ScanProgressDialog.getJScrollPane,35,0.9340691387376874,0.942405877916417,0.9323040123716265,0.9421088300289039,0.9213155859097153,0.9420848701276552
ProcessGroovyMethods.consumeProcessErrorStream,161,0.999877330652651,0.9825971300707627,0.999905785167506,0.9998907018003192,0.9791673584968593,0.9827807201225123
JumboCyclicVertexSearch.toArray,8,0.9899910323170678,0.9892553052679088,0.8938163164991171,0.9900275828074812,0.9898218392495236,0.9892127312934762
GradientSobel_UnrolledOuter.process_F32_sub,144,0.96677790544275,0.9655180124984305,0.9762047403186873,0.9714196933972262,0.9645585192120126,0.9671114930277517
GammaDistribution.logpdf,179,0.9688888840600877,0.9795883848829876,0.9818475089646048,0.9577460905181895,0.983333045879974,0.9708310995408909
AbstractMapWritable.write,190,0.8548192208142444,0.9161872171299014,0.8975930024335431,0.8420704235863813,0.750247631925992,0.8795734705083031
SiteMap.handleEvent,183,0.9414922174778722,0.8645688390704729,0.892109805313462,0.9262659361259173,0.94091363163426,0.8933295774636166
CommonCache.clearAll,189,0.6098877307884593,0.8488050048195128,0.916241451687189,0.855588127856259,0.9917422547599056,0.7187824736636986
Utils.findClass,186,0.901000379985332,0.9336967219664299,0.9360119946419008,0.8781280816084908,0.9188547858819093,0.8719141905778409
TimeSeriesUtils.reshapeTimeSeriesMaskToVector,172,0.9427371737207262,0.9438630525201901,0.958475817355433,0.9484004038929371,0.9904296461054846,0.9377032718721413
Config.getMapEventJournalConfig,198,0.9998935383499891,0.9999406787317084,0.9998924981245471,1.0000000000000002,0.9999408511318658,0.9998872701548734
Sql.executeQuery,206,0.9998647415849624,0.9999213366611223,0.9999077918722118,0.9408401092783288,0.9998647415849624,0.9998593828066384
UPropertyAliases.getPropertyName,210,0.9366757760358705,0.9889238290660703,0.9888534150931027,0.9889448049016053,0.9889183426986676,0.9474346911057178
FactoryPyramid.discreteGaussian,202,0.9447935320204067,0.941663928386512,0.9658566239996581,0.9656866304561492,0.83760134598489,0.9024629349701595
CmsPropertyAdvanced.buildEditForm,166,0.8225153006969284,0.8537812836240247,0.8818824736249963,0.8688801357140276,0.8625095338304931,0.8501399089606012
Number.operate,211,0.9648364349082997,0.9999110496658755,0.9613375571746406,0.9999264514573546,0.9865157875993366,0.9904711535185173
Script.println,214,0.9774168413275784,0.9276053720220473,0.9777255531492036,0.9271236626975007,0.9580122102996591,0.977736509572184
Graph.dfs,208,0.9200363392521774,0.9233740552144558,0.9206052822558813,0.907810625992805,0.9324368826893155,0.9176251763345626
ExtensionHook.getHttpSenderListeners,216,0.999929509431466,1.0,0.9998891301934357,0.9999065322397228,0.9999999999999998,0.9999999999999998
SourceTreeManager.getSourceTree,201,0.8823951920063955,0.877519058263765,0.9333195611578381,0.8971515621802946,0.9320874456909517,0.887017460704606
ByteVector.getBytes,224,0.6581298950650382,0.7909512673512098,0.6831907688063547,0.6720712661518958,0.5536186320617456,0.5160825961036817
SubstructureFingerprinter.setSmarts,232,0.8560256101307502,0.8656604311914798,0.9049296989338318,0.9190097171796191,0.8184732936869078,0.9555808345848169
IdentityTemplateLibrary.encodeCoordinates,223,0.9149595000852435,0.8999383866374641,0.9396972028498006,0.9163987384914477,0.9616873547870982,0.9245433829118576
FindDialog.getJPanel1,220,0.9956799007391641,0.9958329774508369,0.9954153845154181,0.9958329774508322,0.9954071004925097,0.9956894690610899
LabelAwareUimaSentenceIterator.currentLabel,227,0.8088051838017657,0.9480975273699026,0.872227462675259,0.8616842783283609,0.8789720484302526,0.7312988366236871
Convert.toSBC,212,0.9563562684777357,0.9588936697024332,0.962914001770514,0.9615643795515927,0.9661603112745306,0.9566108121757801
DenseFlowPyramidBase.interpolateFlowScale,229,0.8655103637701174,0.9238700815795647,0.9266514763061959,0.9069790764080216,0.8039496045534624,0.8325973836247537
KeyedStream.validateKeyTypeIsHashable,187,0.809158865434788,0.935064871314123,0.9068789290343928,0.8552430870665971,0.9277074545911101,0.7601057330711045
MandatoryWarningHandler.reportDeferredDiagnostic,221,0.8829506882069015,0.9505747064782228,0.8929906430172375,0.906367942485094,0.8794995586367771,0.8596516251262554
TagletManager.initCustomTaglets,219,0.9353106452235604,0.9408436604101555,0.8574175052173598,0.8988645245457867,0.9111750173094263,0.9531256737982441
