func_name,sample_id,deepseekv3.2_ires,deepseekv4-flash_ires,Qwen3-Coder-30B-A3B-Instruct_ires,gpt-5.4-mini_ires,gemini-3.1-flash-lite-preview_ires,Qwen3-32B_ires
SquareGridTools.findIntersection,106,0.8875714475707058,0.9154359677955247,0.9351032555388857,0.9524003554565351,0.8774177171852261,0.8886625806437766
Config.setCacheEventJournalConfigs,114,0.9999439012182583,0.9999197670476554,0.9999153123249211,0.9999237624547238,0.9998895897169752,0.9999237624547238
MathUtil.binomialCoefficient,95,0.9040022719996437,0.9060845186453219,0.9049028801124612,0.9422944933111566,0.9226233911441575,0.8913364251531456
CmsEmbeddedDialogHandler.onSiteOrProjectChange,99,1.0,0.9999483890567717,0.9999059847737715,0.9998777502391109,0.9771472294351675,0.9917348646007765
RingbufferService.getOrCreateContainer,83,0.8925510300210271,0.8979965580262619,0.8746627740952935,0.8993191747203556,0.876345541368375,0.8823212814532755
MetadataType.getType,120,0.9762697571323561,0.9213707231222812,0.9761121817712402,0.9267776168939708,0.9770593762306766,0.9760852659162506
SubWriterHolderWriter.addInheritedSummaryHeader,140,1.0,0.9999058197271187,0.977583366939618,0.999852117601889,0.999864316585202,0.9915232436492458
RawLocalFileSystem.getFileCrc,124,0.9065751523388901,0.9415487577297244,0.9178948101630062,0.9430869648355262,0.8989055177727908,0.921232764397165
RythmEngine.createEngine,119,0.9363863225407276,0.9760488496101134,0.7434295968686001,0.975318880005481,0.946352207607423,0.9532070628754343
XMLTokener.nextMeta,101,0.8399868462051024,0.8912317147104032,0.8621180051947216,0.8909239711262846,0.9845748255173101,0.8279341292392497
DefaultGroovyMethods.collect,143,0.9999049410990027,0.9998622014432481,0.9999133157494624,0.9998034549067181,0.999870946894665,0.9998625604459207
StatementUtil.prepareCall,118,0.9861061620562327,0.9956963729931791,0.9949786283031653,0.9954650857396762,0.9862893985432707,0.9861588713230383
ErddapString2.toRational,62,0.8574762328201273,0.7797979005477111,0.8126008763450979,0.8579252530102638,0.8398854800304496,0.8454809393154267
CrossOperatorBase.executeOnCollections,137,0.9660814206899685,0.9580521393478347,0.9954900370120755,0.9951317742895376,0.9797987400353214,0.9641325286637017
DancingLinks.split,147,0.9626300452557247,0.9679048087527423,0.8151558036481641,0.9250703556405226,0.8534501150487904,0.9634268844772863
TableFactoryService.discoverFactories,110,0.9280263825060999,0.8869638201969176,0.9212097919444762,0.937750595217849,0.9199606234825323,0.9313166774306647
Storage.writeAll,151,0.7653127213554425,0.7637312403548908,0.7635700533344584,0.5284529614578874,0.7650310587025039,0.7647425118494632
CmsObject.loginUser,134,0.8271421912353935,0.8717861117314883,0.8522707545853629,0.7341053643769967,0.9129969309461322,0.8336573698826573
UploadFileHeader.getContentType,142,0.9182877488728604,0.9259084853611558,0.939973145806284,0.9530489936127611,0.946070534250938,0.9185309034558542
GasteigerPEPEPartialCharges.assignGasteigerPiPartialCharges,100,0.805631069149682,0.8444541559013969,0.7411700243319792,0.7887775865022802,0.7853678571148583,0.8356345331504785
TypeExtractor.createHadoopWritableTypeInfo,135,0.9036911924799098,0.9346200429597699,0.9301397936841829,0.9563012458716542,0.8944786772586334,0.8659926147090368
URI.indexFirstOf,156,0.9849521798655233,0.9300133692550642,0.9294111147580036,0.9786226331387154,0.9688339163837356,0.9853717711620954
ExampleLineDetection.detectLines,141,0.9484789204334652,0.949008961302497,0.9083976387000021,0.920677309356563,0.93504841176757,0.9466326799571183
UserCodeDeploymentService.handleClassNotFoundException,154,0.8152900646643648,0.7633399284050294,0.8271099203703117,0.8330319811563702,0.7758576460885976,0.8007052080843055
CanonicalLabeler.breakTies,157,0.8461112066454327,0.7843414635691969,0.7606464246699336,0.8163574113229581,0.83264753133743,0.8560881180956708
JsonOutput.getIndent,160,0.9574234354465926,0.9911270987528968,0.990805668792741,0.987460955902854,0.9561253323470598,0.9564181472505072
GribResourceReader.getInputStream,152,0.8910292501724784,0.8444007948860995,0.8365417917658727,0.8982305326887683,0.8641443561917267,0.8948716426720025
ConfusionMatrix.rowSum,177,0.9787955437879633,0.9980804715667666,0.99287312400091,0.7974437449789733,0.9979852714393779,0.9927096241332497
SecureASTCustomizer.setReceiversClassesWhiteList,150,0.9998925240076303,0.999916645248401,0.9998616559452437,1.0,1.0000000000000002,0.9998898768050521
Partition.inSameCell,165,0.9816735894830304,0.9816704199177698,0.9906382096432174,0.9579982124621981,0.9815281677725873,0.980885440704927
JavacTaskImpl.doCall,164,0.7794859209800215,0.8084371134686527,0.8163464191286328,0.8064432851124195,0.7754327137007208,0.770951833987596
DownloadController.setup,73,0.8387028971418325,0.8867476090952634,0.8233795324311511,0.9014807746273421,0.8997975384990397,0.8545022778793891
ELKILauncher.main,170,0.8004919739725602,0.7193513322006861,0.7756711669720474,0.8104479017714832,0.752465232085104,0.7808891970688429
DefaultJsonGenerator.writeMap,148,0.9377809525712026,0.9491703307266002,0.9475012544565955,0.945250452252881,0.9430152111590054,0.9504304911276095
BaseAsymmetric.initKeys,96,0.8773613687113031,0.8851055152097564,0.8595457011275226,0.9566231937584099,0.8998465248423032,0.8788412047600513
ArrayUtils.append,85,0.8832166419897393,0.9655741200661332,0.9696929933892559,0.9127683723566155,0.966027965064754,0.8762029209652545
OptionsSpiderPanel.getHandleODataSpecificParameters,149,0.9901248777376342,0.992496818219006,0.9913133210112854,0.9938398548491125,0.9917569093867367,0.9970042095088794
QrCodeDecoderBits.applyErrorCorrection,111,0.8685994961911904,0.8775630864212757,0.8378629153088064,0.875397948715914,0.8860869920970912,0.8797041238935859
MemoryFileManager.hasLocation,158,0.9833130029922466,0.9841313243725329,0.9979621784561673,0.8028556914570133,0.9977488233654889,0.9837452617964826
DefaultGroovyMethods.min,53,0.9519033828197114,0.9513120301941056,0.9508123574826768,0.9517607710797983,0.9846486549515651,0.9514501064932299
JavacMessages.instance,63,0.9695260193255588,0.9688885423897426,0.9615351398696663,0.9295587210624403,0.9675274282695744,0.9699701955790222
DataSet.squishToRange,69,0.9291320799109677,0.9714873539999901,0.9709484710772656,0.9561995250431533,0.9546944814422305,0.9291609488624805
StandardGenerator.generateAnnotation,153,0.8831549202139357,0.8861542578808168,0.9061072997689599,0.9053610910783841,0.8893174637670791,0.8700736596792733
TabbedPanel2.setTitleAt,176,0.9222931148671915,0.9332476108301484,0.9281041360156449,0.798459753115674,0.9401679524380153,0.9363518638356759
HttpResponse.writeBody,163,0.8646708972091672,0.886430578849442,0.8793187218322142,0.9174270162109759,0.8909576764144059,0.8599947831500391
NetworkBufferPool.destroyAllBufferPools,159,0.9111299874884723,0.9342872629232926,0.9433668153267627,0.9239500417268339,0.9033607179256613,0.9171614606377413
Packet.setPacketType,167,0.7586230474493577,0.8443342567409914,0.5690893941127537,0.7263775776534884,0.7168332615950989,0.7289447181131936
JdiInitiator.listenTarget,139,0.8517863362460257,0.8689221692320173,0.8137203947496848,0.8654127614465914,0.7951438358419547,0.8759699009075628
AvatarNode.getProtocolVersion,112,0.9900082641413858,0.9899661217277904,0.9897542447647263,0.9898577531055672,0.9899183991850196,0.9902605038884827
CmsSecurityManager.readOwner,122,0.9949748050119055,0.9943415273842039,0.9942860743904567,0.9950044355310388,0.9949791149413094,0.9949171914519535
File.getAbsolutePath,136,0.7782822653518734,0.7629919521340814,0.778164772177872,0.894655607442037,0.7138387191016459,0.7782565517228492
GHistogramFeatureOps.histogram,138,0.9555682943488966,0.9656913416856238,0.9657115042627648,0.9627413589474856,0.9675667267979776,0.964455736466086
JavacParser.enumeratorDeclaration,25,0.8966111122551947,0.9284623662276872,0.9020732638014154,0.8522837523137219,0.9196377985024841,0.9278298168455674
WorkbenchPanel.setPanelsVisible,125,0.9999052918731798,0.9998544091297599,0.9405456952871308,0.9998993771510803,0.9999160553447722,0.999898115202952
RStarTreeKNNQuery.batchNN,155,0.9274023802437212,0.9377971582411876,0.9460281661399939,0.9422573615397649,0.9351731304184677,0.9602528760795198
JavacParser.basicType,40,0.8033579469145269,0.784651687481713,0.7816339686820853,0.8013174585231383,0.7791513236603987,0.8035249385878347
FastCopy.alignDatanodes,18,0.9742372834468817,0.9707892436860154,0.9786973555583387,0.9706462551943503,0.905813809129925,0.9742067071703917
Invocation.initInvocationTarget,133,0.8217704857199007,0.7873104226363726,0.7978371258628325,0.8478104680755055,0.7427855942414037,0.842794621701781
EnumUtil.getNames,192,0.999874238101856,0.999874238101856,0.999893545759835,0.999893545759835,0.9998722364312912,0.9999047949777982
AtomValenceDescriptor.calculate,199,0.9065206184335673,0.952681400771859,0.9874799615002826,0.746090790787472,0.9835873992295879,0.9068646298910465
ClusterManager.checkResourceRequestLimit,84,0.8996425870756979,0.8955266145103361,0.9045747131290645,0.9198296659870319,0.9246567891623837,0.8786029004648751
StaticTypeCheckingSupport.isAssignableTo,162,0.91810520157889,0.8863611242928751,0.9049085668102499,0.9009306221108686,0.9010254934031299,0.9261996398854342
ClosureSignatureHint.pickGenericType,116,0.8811817959884521,0.8854425484321595,0.937982979926183,0.8946001864665641,0.9749309559656989,0.8922627403669645
ServerView.inputChanged,131,0.9230754941156423,0.8421499754755841,0.9672589191565439,0.816859741870276,0.8219569717956487,0.9226776469317224
HttpPrefixFetchFilter.normalisedPort,145,0.9112898149386747,0.9256493100553655,0.912273899431289,0.9331855143551155,0.9329666224671622,0.911383146658297
CmsProperty.isIdentical,180,0.925170951830585,0.9242883364145982,0.9245365991759048,0.9235423014390184,0.897462451703184,0.9239651916407613
ElasticsearchUtils.convertInetSocketAddresses,178,0.9593130911862462,0.9715989563744316,0.9536695052800472,0.9538025967129972,0.9572212655967124,0.9596369922708173
CanvasSize.clipToMargin,168,0.9221204921868708,0.9254798141179166,0.9073610003672409,0.9078022245791255,0.9022885776291948,0.9255760784522923
SameSizeKMeansAlgorithm.initializeMeta,181,0.949161385893155,0.9510868295366248,0.9666606925921981,0.9868890925560312,0.9399040921769277,0.9678062817280565
ScanProgressDialog.getJScrollPane,35,0.9418341108009587,0.9418831485424054,0.9351160243838669,0.9421341618490379,0.945136634263726,0.9420848701276552
ProcessGroovyMethods.consumeProcessErrorStream,161,0.9826827707332049,0.9785304691158585,0.9787431505051715,0.9789179896476815,0.9559475811745386,0.9827807201225123
JumboCyclicVertexSearch.toArray,8,0.9893225350148078,0.990404890310255,0.9899828669330678,0.9896404451765434,0.9905590637845857,0.9892127312934762
GradientSobel_UnrolledOuter.process_F32_sub,144,0.9839574907596947,0.9793260614754606,0.9569042655177704,0.9812956967235033,0.9617770113431047,0.9671114930277517
GammaDistribution.logpdf,179,0.9597428312311895,0.9766561712675133,0.982676441319508,0.9845748174231577,0.8962226995169844,0.9708310995408909
AbstractMapWritable.write,190,0.8899419946177295,0.889238810216155,0.8950278805037015,0.8311422248184117,0.8896704357156965,0.8795734705083031
SiteMap.handleEvent,183,0.9051046996895331,0.9271444335356439,0.9450398011708009,0.9078822064207485,0.8757507936794876,0.8933295774636166
CommonCache.clearAll,189,0.7607156595914113,0.9440539999804469,0.991788865440765,0.9998564043879024,0.9919571093032582,0.7187824736636986
Utils.findClass,186,0.9018275447416173,0.8954611391550868,0.8457989963396623,0.873074363311918,0.8458346516136683,0.8719141905778409
TimeSeriesUtils.reshapeTimeSeriesMaskToVector,172,0.9305598830101893,0.9768624779923983,0.9637288078038606,0.93518412935822,0.9779434168957101,0.9377032718721413
Config.getMapEventJournalConfig,198,0.9998891878155864,0.9999408997774261,0.9955580183745877,0.9999000094788701,0.9999134530721667,0.9998872701548734
Sql.executeQuery,206,0.9998895068143244,0.9999003792896259,0.9998667554157536,0.999855165845605,0.9998626452195062,0.9998593828066384
UPropertyAliases.getPropertyName,210,0.9426942390418319,0.9738648068597745,0.9477857895723837,0.9843374751651637,0.942128319588217,0.9474346911057178
FactoryPyramid.discreteGaussian,202,0.8954864688320823,0.9165361593130601,0.9112632508385641,0.8074310872517569,0.8978054173933746,0.9024629349701595
CmsPropertyAdvanced.buildEditForm,166,0.8274955974855258,0.8531243324627282,0.8808867840171559,0.8842041767254806,0.8111560941122313,0.8501399089606012
Number.operate,211,0.9904048878821066,0.9608116463969695,0.960922443048489,0.9467231679776232,0.9869238981329088,0.9904711535185173
Script.println,214,0.9773180590575713,0.9775280047190992,0.9770433841866473,0.8281068695055661,0.9781042082140815,0.977736509572184
Graph.dfs,208,0.9174928178806016,0.9218932571652743,0.8858701898662444,0.8989931979734042,0.909775133536257,0.9176251763345626
ExtensionHook.getHttpSenderListeners,216,0.9999092344058903,0.9999092344058903,0.9999046896570662,0.5105807020135107,0.9998928110697637,0.9999999999999998
SourceTreeManager.getSourceTree,201,0.9005851245588049,0.8845760559967856,0.9406318493933109,0.8859012511405542,0.9375706100157623,0.887017460704606
ByteVector.getBytes,224,0.5158058010837535,0.5202444835608276,0.5360507462914054,0.536922632426646,0.6282909477223574,0.5160825961036817
SubstructureFingerprinter.setSmarts,232,0.8580934338770777,0.9587389070315967,0.9568422717122532,0.9429828707482097,0.8241031545051216,0.9555808345848169
IdentityTemplateLibrary.encodeCoordinates,223,0.9136732137164358,0.9083307753326525,0.9172756507378099,0.9181754446876981,0.9290243459728856,0.9245433829118576
FindDialog.getJPanel1,220,0.9957609395039663,0.9657742280089116,0.9957248789960972,0.9957810192042428,0.9957038820821544,0.9956894690610899
LabelAwareUimaSentenceIterator.currentLabel,227,0.7268330282292844,0.7400160368466627,0.765770319158591,0.8657243108145727,0.7240158534285427,0.7312988366236871
Convert.toSBC,212,0.956220457609768,0.9768313915856464,0.9665470868939864,0.9770266831712848,0.9886233164006079,0.9566108121757801
DenseFlowPyramidBase.interpolateFlowScale,229,0.8319928321072553,0.8120076570432623,0.8986208397426185,0.8479273746490967,0.9043703237683042,0.8325973836247537
KeyedStream.validateKeyTypeIsHashable,187,0.7764596403825652,0.7650984470672958,0.8348506115254875,0.8453738087647993,0.8293652536505752,0.7601057330711045
MandatoryWarningHandler.reportDeferredDiagnostic,221,0.8401410532332706,0.8965420265142185,0.8777281930914628,0.9325463648073637,0.8581941809515101,0.8596516251262554
TagletManager.initCustomTaglets,219,0.9373191304038301,0.943817324784064,0.9450340669007081,0.9258724302897816,0.9582709548341265,0.9531256737982441
